state;state_abbreviation;fips;county;financial_inequality;median_age;republican_vote_proportion;democrats_vote_proportion
Wisconsin;WI;55103;Richland County, Wisconsin;0,384;42,6;0,505;0,4493
Wisconsin;WI;55105;Rock County, Wisconsin;0,404;37,5;0,4195;0,5242
West Virginia;WV;54003;Berkeley County, West Virginia;0,409;37,1;0,6596;0,2873
West Virginia;WV;54055;Mercer County, West Virginia;0,462;41,9;0,7575;0,2046
West Virginia;WV;54057;Mineral County, West Virginia;0,442;41,3;0,785;0,177
West Virginia;WV;54085;Ritchie County, West Virginia;0,453;43,3;0,8356;0,1213
West Virginia;WV;54103;Wetzel County, West Virginia;0,439;44,1;0,7206;0,2177
Wyoming;WY;56001;Albany County, Wyoming;0,494;26,4;0,4629;0,4195
South Dakota;SD;46113;Shannon County, South Dakota;0,446;22,7;0;0
Kentucky;KY;21173;Montgomery County, Kentucky;0,46;37,3;0,6865;0,276
Maryland;MD;24017;Charles County, Maryland;0,359;36,6;0,3334;0,6355
Michigan;MI;26145;Saginaw County, Michigan;0,442;39;0,4827;0,4713
Minnesota;MN;27055;Houston County, Minnesota;0,41;42,9;0,5341;0,3942
Missouri;MO;29005;Atchison County, Missouri;0,44;45,8;0,7562;0,1987
Missouri;MO;29059;Dallas County, Missouri;0,418;41,4;0,7923;0,1708
Missouri;MO;29081;Harrison County, Missouri;0,423;43,5;0,8053;0,1559
Missouri;MO;29151;Osage County, Missouri;0,394;39,6;0,8258;0,141
Missouri;MO;29186;Ste. Genevieve County, Missouri;0,378;42,9;0,6496;0,3003
Mississippi;MS;28027;Coahoma County, Mississippi;0,548;32,2;0,2722;0,7157
Arkansas;AR;5143;Washington County, Arkansas;0,461;30,6;0,5081;0,406
Georgia;GA;13037;Calhoun County, Georgia;0,446;36,6;0,4098;0,5823
Alabama;AL;1123;Tallapoosa County, Alabama;0,497;41,2;0,7008;0,2849
Georgia;GA;13017;Ben Hill County, Georgia;0,466;37,2;0,6304;0,3542
Arizona;AZ;4023;Santa Cruz County, Arizona;0,474;35,2;0,2445;0,7158
Ohio;OH;39105;Meigs County, Ohio;0,423;41,2;0,73;0,2292
Ohio;OH;39169;Wayne County, Ohio;0,409;37,8;0,6513;0,3022
Oklahoma;OK;40051;Grady County, Oklahoma;0,418;37,5;0,777;0,1742
Oklahoma;OK;40095;Marshall County, Oklahoma;0,393;42;0,7658;0,1996
Oregon;OR;41011;Coos County, Oregon;0,448;46,5;0,5864;0,3431
Pennsylvania;PA;42001;Adams County, Pennsylvania;0,388;40,2;0,6629;0,2986
Pennsylvania;PA;42079;Luzerne County, Pennsylvania;0,444;42,4;0,5839;0,3877
Pennsylvania;PA;42115;Susquehanna County, Pennsylvania;0,405;44,1;0,6924;0,2638
South Dakota;SD;46007;Bennett County, South Dakota;0,494;32;0,5796;0,3586
South Dakota;SD;46107;Potter County, South Dakota;0,426;49,5;0,8007;0,161
South Dakota;SD;46129;Walworth County, South Dakota;0,488;47,5;0,7654;0,1845
Tennessee;TN;47069;Hardeman County, Tennessee;0,455;39,3;0,5315;0,4516
Tennessee;TN;47139;Polk County, Tennessee;0,428;41,6;0,7817;0,192
Texas;TX;48005;Angelina County, Texas;0,452;35,7;0,7253;0,2524
Texas;TX;48037;Bowie County, Texas;0,469;37,4;0,7227;0,2562
Texas;TX;48057;Calhoun County, Texas;0,436;38,6;0,6667;0,3044
Texas;TX;48139;Ellis County, Texas;0,404;34,6;0,7105;0,2568
Texas;TX;48155;Foard County, Texas;0,458;41,9;0,7495;0,2211
Texas;TX;48163;Frio County, Texas;0,436;31,7;0,4592;0,5222
Texas;TX;48253;Jones County, Texas;0,412;38,2;0,8117;0,1576
Texas;TX;48271;Kinney County, Texas;0,452;44,9;0,6573;0,3209
Texas;TX;48339;Montgomery County, Texas;0,46;35,8;0,7395;0,2252
Texas;TX;48403;Sabine County, Texas;0,429;49,7;0,86;0,1323
Texas;TX;48419;Shelby County, Texas;0,491;38,4;0,7905;0,1937
Texas;TX;48443;Terrell County, Texas;0,385;45,4;0,6568;0,3204
Texas;TX;48451;Tom Green County, Texas;0,445;34,3;0,7185;0,2393
Texas;TX;48457;Tyler County, Texas;0,443;41,2;0,8283;0,156
Texas;TX;48465;Val Verde County, Texas;0,435;32,1;0,4346;0,5135
Utah;UT;49031;Piute County, Utah;0,394;37,4;0,8703;0,0502
Utah;UT;49047;Uintah County, Utah;0,399;29;0,7666;0,0778
Virginia;VA;51037;Charlotte County, Virginia;0,417;42,8;0,6007;0,3717
Virginia;VA;51045;Craig County, Virginia;0,327;43,2;0,7683;0,1943
Virginia;VA;51109;Louisa County, Virginia;0,426;42,3;0,6002;0,3546
Virginia;VA;51660;Harrisonburg city, Virginia;0,483;22,5;0,3522;0,5708
Vermont;VT;50001;Addison County, Vermont;0,404;40,4;0,3011;0,6376
Washington;WA;53019;Ferry County, Washington;0,45;46,4;0,6118;0,3065
Washington;WA;53051;Pend Oreille County, Washington;0,474;46,4;0,6429;0,2846
Wisconsin;WI;55039;Fond du Lac County, Wisconsin;0,407;39,8;0,6076;0,3404
Wisconsin;WI;55055;Jefferson County, Wisconsin;0,388;37,9;0,5531;0,3912
Alabama;AL;1045;Dale County, Alabama;0,424;35,8;0,7412;0,2368
Alabama;AL;1017;Chambers County, Alabama;0,425;40,1;0,5663;0,4183
Alabama;AL;1089;Madison County, Alabama;0,454;37,1;0,5593;0,3915
Alabama;AL;1117;Shelby County, Alabama;0,434;36,5;0,7343;0,2311
Arkansas;AR;5129;Searcy County, Arkansas;0,436;45,2;0,7927;0,1612
Arkansas;AR;5073;Lafayette County, Arkansas;0,509;42,7;0,6149;0,3612
Arkansas;AR;5111;Poinsett County, Arkansas;0,434;39,3;0,5906;0,3522
Arkansas;AR;5101;Newton County, Arkansas;0,437;44,8;0,7661;0,1863
Arkansas;AR;5149;Yell County, Arkansas;0,385;37,9;0,7162;0,2292
Arkansas;AR;5113;Polk County, Arkansas;0,417;43,2;0,8041;0,1473
California;CA;6029;Kern County, California;0,452;30,6;0,5473;0,3972
California;CA;6115;Yuba County, California;0,418;31,5;0,5847;0,3435
Colorado;CO;8023;Costilla County, Colorado;0,508;45,6;0,3192;0,6093
Colorado;CO;8019;Clear Creek County, Colorado;0,426;44,7;0,4385;0,4673
Connecticut;CT;9011;New London County, Connecticut;0,418;39,8;0,4383;0,5055
Florida;FL;12073;Leon County, Florida;0,488;29,3;0,354;0,6051
Florida;FL;12087;Monroe County, Florida;0,505;45,7;0,5157;0,4466
Florida;FL;12099;Palm Beach County, Florida;0,505;43,1;0,412;0,5651
Florida;FL;12109;St. Johns County, Florida;0,482;41,8;0,6498;0,3155
Georgia;GA;13003;Atkinson County, Georgia;0,447;33,4;0,7193;0,2673
Georgia;GA;13059;Clarke County, Georgia;0,531;25,8;0,287;0,6674
Georgia;GA;13075;Cook County, Georgia;0,442;36;0,6915;0,2902
Georgia;GA;13095;Dougherty County, Georgia;0,501;32,9;0,3015;0,6846
Kentucky;KY;21115;Johnson County, Kentucky;0,503;38,9;0,8403;0,1306
Kentucky;KY;21133;Letcher County, Kentucky;0,477;40,4;0,7984;0,1688
